category,unicode,name,browser
Ll,U+ABB1,CHEROKEE SMALL LETTER TLU,ꮱ
Ll,U+ABB2,CHEROKEE SMALL LETTER TLV,ꮲ
Ll,U+ABB3,CHEROKEE SMALL LETTER TSA,ꮳ
Ll,U+ABB4,CHEROKEE SMALL LETTER TSE,ꮴ
Ll,U+ABB5,CHEROKEE SMALL LETTER TSI,ꮵ
Ll,U+ABB6,CHEROKEE SMALL LETTER TSO,ꮶ
Ll,U+ABB7,CHEROKEE SMALL LETTER TSU,ꮷ
Ll,U+ABB8,CHEROKEE SMALL LETTER TSV,ꮸ
Ll,U+ABB9,CHEROKEE SMALL LETTER WA,ꮹ
Ll,U+ABBA,CHEROKEE SMALL LETTER WE,ꮺ
Ll,U+ABBB,CHEROKEE SMALL LETTER WI,ꮻ
Ll,U+ABBC,CHEROKEE SMALL LETTER WO,ꮼ
Ll,U+ABBD,CHEROKEE SMALL LETTER WU,ꮽ
Ll,U+ABBE,CHEROKEE SMALL LETTER WV,ꮾ
Ll,U+ABBF,CHEROKEE SMALL LETTER YA,ꮿ
Ll,U+FB00,LATIN SMALL LIGATURE FF,ﬀ
Ll,U+FB01,LATIN SMALL LIGATURE FI,ﬁ
Ll,U+FB02,LATIN SMALL LIGATURE FL,ﬂ
Ll,U+FB03,LATIN SMALL LIGATURE FFI,ﬃ
Ll,U+FB04,LATIN SMALL LIGATURE FFL,ﬄ
Ll,U+FB05,LATIN SMALL LIGATURE LONG S T,ﬅ
Ll,U+FB06,LATIN SMALL LIGATURE ST,ﬆ
Ll,U+FB13,ARMENIAN SMALL LIGATURE MEN NOW,ﬓ
Ll,U+FB14,ARMENIAN SMALL LIGATURE MEN ECH,ﬔ
Ll,U+FB15,ARMENIAN SMALL LIGATURE MEN INI,ﬕ
Ll,U+FB16,ARMENIAN SMALL LIGATURE VEW NOW,ﬖ
Ll,U+FB17,ARMENIAN SMALL LIGATURE MEN XEH,ﬗ
Ll,U+FF41,FULLWIDTH LATIN SMALL LETTER A,ａ
Ll,U+FF42,FULLWIDTH LATIN SMALL LETTER B,ｂ
Ll,U+FF43,FULLWIDTH LATIN SMALL LETTER C,ｃ
Ll,U+FF44,FULLWIDTH LATIN SMALL LETTER D,ｄ
Ll,U+FF45,FULLWIDTH LATIN SMALL LETTER E,ｅ
Ll,U+FF46,FULLWIDTH LATIN SMALL LETTER F,ｆ
Ll,U+FF47,FULLWIDTH LATIN SMALL LETTER G,ｇ
Ll,U+FF48,FULLWIDTH LATIN SMALL LETTER H,ｈ
Ll,U+FF49,FULLWIDTH LATIN SMALL LETTER I,ｉ
Ll,U+FF4A,FULLWIDTH LATIN SMALL LETTER J,ｊ
Ll,U+FF4B,FULLWIDTH LATIN SMALL LETTER K,ｋ
Ll,U+FF4C,FULLWIDTH LATIN SMALL LETTER L,ｌ
Ll,U+FF4D,FULLWIDTH LATIN SMALL LETTER M,ｍ
Ll,U+FF4E,FULLWIDTH LATIN SMALL LETTER N,ｎ
Ll,U+FF4F,FULLWIDTH LATIN SMALL LETTER O,ｏ
Ll,U+FF50,FULLWIDTH LATIN SMALL LETTER P,ｐ
Ll,U+FF51,FULLWIDTH LATIN SMALL LETTER Q,ｑ
Ll,U+FF52,FULLWIDTH LATIN SMALL LETTER R,ｒ
Ll,U+FF53,FULLWIDTH LATIN SMALL LETTER S,ｓ
Ll,U+FF54,FULLWIDTH LATIN SMALL LETTER T,ｔ
Ll,U+FF55,FULLWIDTH LATIN SMALL LETTER U,ｕ
Ll,U+FF56,FULLWIDTH LATIN SMALL LETTER V,ｖ
Ll,U+FF57,FULLWIDTH LATIN SMALL LETTER W,ｗ
Ll,U+FF58,FULLWIDTH LATIN SMALL LETTER X,ｘ
Ll,U+FF59,FULLWIDTH LATIN SMALL LETTER Y,ｙ
Ll,U+FF5A,FULLWIDTH LATIN SMALL LETTER Z,ｚ
Ll,U+10428,DESERET SMALL LETTER LONG I,𐐨
Ll,U+10429,DESERET SMALL LETTER LONG E,𐐩
Ll,U+1042A,DESERET SMALL LETTER LONG A,𐐪
Ll,U+1042B,DESERET SMALL LETTER LONG AH,𐐫
Ll,U+1042C,DESERET SMALL LETTER LONG O,𐐬
Ll,U+1042D,DESERET SMALL LETTER LONG OO,𐐭
Ll,U+1042E,DESERET SMALL LETTER SHORT I,𐐮
Ll,U+1042F,DESERET SMALL LETTER SHORT E,𐐯
Ll,U+10430,DESERET SMALL LETTER SHORT A,𐐰
Ll,U+10431,DESERET SMALL LETTER SHORT AH,𐐱
Ll,U+10432,DESERET SMALL LETTER SHORT O,𐐲
Ll,U+10433,DESERET SMALL LETTER SHORT OO,𐐳
Ll,U+10434,DESERET SMALL LETTER AY,𐐴
Ll,U+10435,DESERET SMALL LETTER OW,𐐵
Ll,U+10436,DESERET SMALL LETTER WU,𐐶
Ll,U+10437,DESERET SMALL LETTER YEE,𐐷
Ll,U+10438,DESERET SMALL LETTER H,𐐸
Ll,U+10439,DESERET SMALL LETTER PEE,𐐹
Ll,U+1043A,DESERET SMALL LETTER BEE,𐐺
Ll,U+1043B,DESERET SMALL LETTER TEE,𐐻
Ll,U+1043C,DESERET SMALL LETTER DEE,𐐼
Ll,U+1043D,DESERET SMALL LETTER CHEE,𐐽
Ll,U+1043E,DESERET SMALL LETTER JEE,𐐾
Ll,U+1043F,DESERET SMALL LETTER KAY,𐐿
Ll,U+10440,DESERET SMALL LETTER GAY,𐑀
Ll,U+10441,DESERET SMALL LETTER EF,𐑁
Ll,U+10442,DESERET SMALL LETTER VEE,𐑂
Ll,U+10443,DESERET SMALL LETTER ETH,𐑃
Ll,U+10444,DESERET SMALL LETTER THEE,𐑄
Ll,U+10445,DESERET SMALL LETTER ES,𐑅
Ll,U+10446,DESERET SMALL LETTER ZEE,𐑆
Ll,U+10447,DESERET SMALL LETTER ESH,𐑇
Ll,U+10448,DESERET SMALL LETTER ZHEE,𐑈
Ll,U+10449,DESERET SMALL LETTER ER,𐑉
Ll,U+1044A,DESERET SMALL LETTER EL,𐑊
Ll,U+1044B,DESERET SMALL LETTER EM,𐑋
Ll,U+1044C,DESERET SMALL LETTER EN,𐑌
Ll,U+1044D,DESERET SMALL LETTER ENG,𐑍
Ll,U+1044E,DESERET SMALL LETTER OI,𐑎
Ll,U+1044F,DESERET SMALL LETTER EW,𐑏
Ll,U+104D8,OSAGE SMALL LETTER A,𐓘
Ll,U+104D9,OSAGE SMALL LETTER AI,𐓙
Ll,U+104DA,OSAGE SMALL LETTER AIN,𐓚
Ll,U+104DB,OSAGE SMALL LETTER AH,𐓛
Ll,U+104DC,OSAGE SMALL LETTER BRA,𐓜
Ll,U+104DD,OSAGE SMALL LETTER CHA,𐓝
Ll,U+104DE,OSAGE SMALL LETTER EHCHA,𐓞
Ll,U+104DF,OSAGE SMALL LETTER E,𐓟
Ll,U+104E0,OSAGE SMALL LETTER EIN,𐓠
Ll,U+104E1,OSAGE SMALL LETTER HA,𐓡
Ll,U+104E2,OSAGE SMALL LETTER HYA,𐓢
Ll,U+104E3,OSAGE SMALL LETTER I,𐓣
Ll,U+104E4,OSAGE SMALL LETTER KA,𐓤
Ll,U+104E5,OSAGE SMALL LETTER EHKA,𐓥
Ll,U+104E6,OSAGE SMALL LETTER KYA,𐓦
Ll,U+104E7,OSAGE SMALL LETTER LA,𐓧
Ll,U+104E8,OSAGE SMALL LETTER MA,𐓨
Ll,U+104E9,OSAGE SMALL LETTER NA,𐓩
Ll,U+104EA,OSAGE SMALL LETTER O,𐓪
Ll,U+104EB,OSAGE SMALL LETTER OIN,𐓫
Ll,U+104EC,OSAGE SMALL LETTER PA,𐓬
Ll,U+104ED,OSAGE SMALL LETTER EHPA,𐓭
Ll,U+104EE,OSAGE SMALL LETTER SA,𐓮
Ll,U+104EF,OSAGE SMALL LETTER SHA,𐓯
Ll,U+104F0,OSAGE SMALL LETTER TA,𐓰
Ll,U+104F1,OSAGE SMALL LETTER EHTA,𐓱
Ll,U+104F2,OSAGE SMALL LETTER TSA,𐓲
Ll,U+104F3,OSAGE SMALL LETTER EHTSA,𐓳
Ll,U+104F4,OSAGE SMALL LETTER TSHA,𐓴
Ll,U+104F5,OSAGE SMALL LETTER DHA,𐓵
Ll,U+104F6,OSAGE SMALL LETTER U,𐓶
Ll,U+104F7,OSAGE SMALL LETTER WA,𐓷
Ll,U+104F8,OSAGE SMALL LETTER KHA,𐓸
Ll,U+104F9,OSAGE SMALL LETTER GHA,𐓹
Ll,U+104FA,OSAGE SMALL LETTER ZA,𐓺
Ll,U+104FB,OSAGE SMALL LETTER ZHA,𐓻
Ll,U+10CC0,OLD HUNGARIAN SMALL LETTER A,𐳀
Ll,U+10CC1,OLD HUNGARIAN SMALL LETTER AA,𐳁
Ll,U+10CC2,OLD HUNGARIAN SMALL LETTER EB,𐳂
Ll,U+10CC3,OLD HUNGARIAN SMALL LETTER AMB,𐳃
Ll,U+10CC4,OLD HUNGARIAN SMALL LETTER EC,𐳄
Ll,U+10CC5,OLD HUNGARIAN SMALL LETTER ENC,𐳅
Ll,U+10CC6,OLD HUNGARIAN SMALL LETTER ECS,𐳆
Ll,U+10CC7,OLD HUNGARIAN SMALL LETTER ED,𐳇
Ll,U+10CC8,OLD HUNGARIAN SMALL LETTER AND,𐳈
Ll,U+10CC9,OLD HUNGARIAN SMALL LETTER E,𐳉
Ll,U+10CCA,OLD HUNGARIAN SMALL LETTER CLOSE E,𐳊
Ll,U+10CCB,OLD HUNGARIAN SMALL LETTER EE,𐳋
Ll,U+10CCC,OLD HUNGARIAN SMALL LETTER EF,𐳌
Ll,U+10CCD,OLD HUNGARIAN SMALL LETTER EG,𐳍
Ll,U+10CCE,OLD HUNGARIAN SMALL LETTER EGY,𐳎
Ll,U+10CCF,OLD HUNGARIAN SMALL LETTER EH,𐳏
Ll,U+10CD0,OLD HUNGARIAN SMALL LETTER I,𐳐
Ll,U+10CD1,OLD HUNGARIAN SMALL LETTER II,𐳑
Ll,U+10CD2,OLD HUNGARIAN SMALL LETTER EJ,𐳒
Ll,U+10CD3,OLD HUNGARIAN SMALL LETTER EK,𐳓
Ll,U+10CD4,OLD HUNGARIAN SMALL LETTER AK,𐳔
Ll,U+10CD5,OLD HUNGARIAN SMALL LETTER UNK,𐳕
Ll,U+10CD6,OLD HUNGARIAN SMALL LETTER EL,𐳖
Ll,U+10CD7,OLD HUNGARIAN SMALL LETTER ELY,𐳗
Ll,U+10CD8,OLD HUNGARIAN SMALL LETTER EM,𐳘
Ll,U+10CD9,OLD HUNGARIAN SMALL LETTER EN,𐳙
Ll,U+10CDA,OLD HUNGARIAN SMALL LETTER ENY,𐳚
Ll,U+10CDB,OLD HUNGARIAN SMALL LETTER O,𐳛
Ll,U+10CDC,OLD HUNGARIAN SMALL LETTER OO,𐳜
Ll,U+10CDD,OLD HUNGARIAN SMALL LETTER NIKOLSBURG OE,𐳝
Ll,U+10CDE,OLD HUNGARIAN SMALL LETTER RUDIMENTA OE,𐳞
Ll,U+10CDF,OLD HUNGARIAN SMALL LETTER OEE,𐳟
Ll,U+10CE0,OLD HUNGARIAN SMALL LETTER EP,𐳠
Ll,U+10CE1,OLD HUNGARIAN SMALL LETTER EMP,𐳡
Ll,U+10CE2,OLD HUNGARIAN SMALL LETTER ER,𐳢
Ll,U+10CE3,OLD HUNGARIAN SMALL LETTER SHORT ER,𐳣
Ll,U+10CE4,OLD HUNGARIAN SMALL LETTER ES,𐳤
Ll,U+10CE5,OLD HUNGARIAN SMALL LETTER ESZ,𐳥
Ll,U+10CE6,OLD HUNGARIAN SMALL LETTER ET,𐳦
Ll,U+10CE7,OLD HUNGARIAN SMALL LETTER ENT,𐳧
Ll,U+10CE8,OLD HUNGARIAN SMALL LETTER ETY,𐳨
Ll,U+10CE9,OLD HUNGARIAN SMALL LETTER ECH,𐳩
Ll,U+10CEA,OLD HUNGARIAN SMALL LETTER U,𐳪
Ll,U+10CEB,OLD HUNGARIAN SMALL LETTER UU,𐳫
Ll,U+10CEC,OLD HUNGARIAN SMALL LETTER NIKOLSBURG UE,𐳬
Ll,U+10CED,OLD HUNGARIAN SMALL LETTER RUDIMENTA UE,𐳭
Ll,U+10CEE,OLD HUNGARIAN SMALL LETTER EV,𐳮
Ll,U+10CEF,OLD HUNGARIAN SMALL LETTER EZ,𐳯
Ll,U+10CF0,OLD HUNGARIAN SMALL LETTER EZS,𐳰
Ll,U+10CF1,OLD HUNGARIAN SMALL LETTER ENT-SHAPED SIGN,𐳱
Ll,U+10CF2,OLD HUNGARIAN SMALL LETTER US,𐳲
Ll,U+118C0,WARANG CITI SMALL LETTER NGAA,𑣀
Ll,U+118C1,WARANG CITI SMALL LETTER A,𑣁
Ll,U+118C2,WARANG CITI SMALL LETTER WI,𑣂
Ll,U+118C3,WARANG CITI SMALL LETTER YU,𑣃
Ll,U+118C4,WARANG CITI SMALL LETTER YA,𑣄
Ll,U+118C5,WARANG CITI SMALL LETTER YO,𑣅
Ll,U+118C6,WARANG CITI SMALL LETTER II,𑣆
Ll,U+118C7,WARANG CITI SMALL LETTER UU,𑣇
Ll,U+118C8,WARANG CITI SMALL LETTER E,𑣈
Ll,U+118C9,WARANG CITI SMALL LETTER O,𑣉
Ll,U+118CA,WARANG CITI SMALL LETTER ANG,𑣊
Ll,U+118CB,WARANG CITI SMALL LETTER GA,𑣋
Ll,U+118CC,WARANG CITI SMALL LETTER KO,𑣌
Ll,U+118CD,WARANG CITI SMALL LETTER ENY,𑣍
Ll,U+118CE,WARANG CITI SMALL LETTER YUJ,𑣎
Ll,U+118CF,WARANG CITI SMALL LETTER UC,𑣏
Ll,U+118D0,WARANG CITI SMALL LETTER ENN,𑣐
Ll,U+118D1,WARANG CITI SMALL LETTER ODD,𑣑
Ll,U+118D2,WARANG CITI SMALL LETTER TTE,𑣒
Ll,U+118D3,WARANG CITI SMALL LETTER NUNG,𑣓
Ll,U+118D4,WARANG CITI SMALL LETTER DA,𑣔
Ll,U+118D5,WARANG CITI SMALL LETTER AT,𑣕
Ll,U+118D6,WARANG CITI SMALL LETTER AM,𑣖
Ll,U+118D7,WARANG CITI SMALL LETTER BU,𑣗
Ll,U+118D8,WARANG CITI SMALL LETTER PU,𑣘
Ll,U+118D9,WARANG CITI SMALL LETTER HIYO,𑣙
Ll,U+118DA,WARANG CITI SMALL LETTER HOLO,𑣚
Ll,U+118DB,WARANG CITI SMALL LETTER HORR,𑣛
Ll,U+118DC,WARANG CITI SMALL LETTER HAR,𑣜
Ll,U+118DD,WARANG CITI SMALL LETTER SSUU,𑣝
Ll,U+118DE,WARANG CITI SMALL LETTER SII,𑣞
Ll,U+118DF,WARANG CITI SMALL LETTER VIYO,𑣟
Ll,U+16E60,MEDEFAIDRIN SMALL LETTER M,𖹠
Ll,U+16E61,MEDEFAIDRIN SMALL LETTER S,𖹡
Ll,U+16E62,MEDEFAIDRIN SMALL LETTER V,𖹢
Ll,U+16E63,MEDEFAIDRIN SMALL LETTER W,𖹣
Ll,U+16E64,MEDEFAIDRIN SMALL LETTER ATIU,𖹤
Ll,U+16E65,MEDEFAIDRIN SMALL LETTER Z,𖹥
Ll,U+16E66,MEDEFAIDRIN SMALL LETTER KP,𖹦
Ll,U+16E67,MEDEFAIDRIN SMALL LETTER P,𖹧
Ll,U+16E68,MEDEFAIDRIN SMALL LETTER T,𖹨
Ll,U+16E69,MEDEFAIDRIN SMALL LETTER G,𖹩
Ll,U+16E6A,MEDEFAIDRIN SMALL LETTER F,𖹪
Ll,U+16E6B,MEDEFAIDRIN SMALL LETTER I,𖹫
Ll,U+16E6C,MEDEFAIDRIN SMALL LETTER K,𖹬
Ll,U+16E6D,MEDEFAIDRIN SMALL LETTER A,𖹭
Ll,U+16E6E,MEDEFAIDRIN SMALL LETTER J,𖹮
Ll,U+16E6F,MEDEFAIDRIN SMALL LETTER E,𖹯
Ll,U+16E70,MEDEFAIDRIN SMALL LETTER B,𖹰
Ll,U+16E71,MEDEFAIDRIN SMALL LETTER C,𖹱
Ll,U+16E72,MEDEFAIDRIN SMALL LETTER U,𖹲
Ll,U+16E73,MEDEFAIDRIN SMALL LETTER YU,𖹳
Ll,U+16E74,MEDEFAIDRIN SMALL LETTER L,𖹴
Ll,U+16E75,MEDEFAIDRIN SMALL LETTER Q,𖹵
Ll,U+16E76,MEDEFAIDRIN SMALL LETTER HP,𖹶
Ll,U+16E77,MEDEFAIDRIN SMALL LETTER NY,𖹷
Ll,U+16E78,MEDEFAIDRIN SMALL LETTER X,𖹸
Ll,U+16E79,MEDEFAIDRIN SMALL LETTER D,𖹹
Ll,U+16E7A,MEDEFAIDRIN SMALL LETTER OE,𖹺
Ll,U+16E7B,MEDEFAIDRIN SMALL LETTER N,𖹻
Ll,U+16E7C,MEDEFAIDRIN SMALL LETTER R,𖹼
Ll,U+16E7D,MEDEFAIDRIN SMALL LETTER O,𖹽
Ll,U+16E7E,MEDEFAIDRIN SMALL LETTER AI,𖹾
Ll,U+16E7F,MEDEFAIDRIN SMALL LETTER Y,𖹿
Ll,U+1D41A,MATHEMATICAL BOLD SMALL A,𝐚
Ll,U+1D41B,MATHEMATICAL BOLD SMALL B,𝐛
Ll,U+1D41C,MATHEMATICAL BOLD SMALL C,𝐜
Ll,U+1D41D,MATHEMATICAL BOLD SMALL D,𝐝
Ll,U+1D41E,MATHEMATICAL BOLD SMALL E,𝐞
Ll,U+1D41F,MATHEMATICAL BOLD SMALL F,𝐟
Ll,U+1D420,MATHEMATICAL BOLD SMALL G,𝐠
Ll,U+1D421,MATHEMATICAL BOLD SMALL H,𝐡
Ll,U+1D422,MATHEMATICAL BOLD SMALL I,𝐢
Ll,U+1D423,MATHEMATICAL BOLD SMALL J,𝐣
Ll,U+1D424,MATHEMATICAL BOLD SMALL K,𝐤
Ll,U+1D425,MATHEMATICAL BOLD SMALL L,𝐥
Ll,U+1D426,MATHEMATICAL BOLD SMALL M,𝐦
Ll,U+1D427,MATHEMATICAL BOLD SMALL N,𝐧
Ll,U+1D428,MATHEMATICAL BOLD SMALL O,𝐨
Ll,U+1D429,MATHEMATICAL BOLD SMALL P,𝐩
Ll,U+1D42A,MATHEMATICAL BOLD SMALL Q,𝐪
Ll,U+1D42B,MATHEMATICAL BOLD SMALL R,𝐫
Ll,U+1D42C,MATHEMATICAL BOLD SMALL S,𝐬
Ll,U+1D42D,MATHEMATICAL BOLD SMALL T,𝐭
Ll,U+1D42E,MATHEMATICAL BOLD SMALL U,𝐮
Ll,U+1D42F,MATHEMATICAL BOLD SMALL V,𝐯
Ll,U+1D430,MATHEMATICAL BOLD SMALL W,𝐰
Ll,U+1D431,MATHEMATICAL BOLD SMALL X,𝐱
Ll,U+1D432,MATHEMATICAL BOLD SMALL Y,𝐲
Ll,U+1D433,MATHEMATICAL BOLD SMALL Z,𝐳
Ll,U+1D44E,MATHEMATICAL ITALIC SMALL A,𝑎
Ll,U+1D44F,MATHEMATICAL ITALIC SMALL B,𝑏
Ll,U+1D450,MATHEMATICAL ITALIC SMALL C,𝑐
Ll,U+1D451,MATHEMATICAL ITALIC SMALL D,𝑑
Ll,U+1D452,MATHEMATICAL ITALIC SMALL E,𝑒
Ll,U+1D453,MATHEMATICAL ITALIC SMALL F,𝑓
Ll,U+1D454,MATHEMATICAL ITALIC SMALL G,𝑔
Ll,U+1D456,MATHEMATICAL ITALIC SMALL I,𝑖
Ll,U+1D457,MATHEMATICAL ITALIC SMALL J,𝑗
Ll,U+1D458,MATHEMATICAL ITALIC SMALL K,𝑘
Ll,U+1D459,MATHEMATICAL ITALIC SMALL L,𝑙
Ll,U+1D45A,MATHEMATICAL ITALIC SMALL M,𝑚
Ll,U+1D45B,MATHEMATICAL ITALIC SMALL N,𝑛
Ll,U+1D45C,MATHEMATICAL ITALIC SMALL O,𝑜
Ll,U+1D45D,MATHEMATICAL ITALIC SMALL P,𝑝
Ll,U+1D45E,MATHEMATICAL ITALIC SMALL Q,𝑞
Ll,U+1D45F,MATHEMATICAL ITALIC SMALL R,𝑟
Ll,U+1D460,MATHEMATICAL ITALIC SMALL S,𝑠
Ll,U+1D461,MATHEMATICAL ITALIC SMALL T,𝑡
Ll,U+1D462,MATHEMATICAL ITALIC SMALL U,𝑢
Ll,U+1D463,MATHEMATICAL ITALIC SMALL V,𝑣
Ll,U+1D464,MATHEMATICAL ITALIC SMALL W,𝑤
Ll,U+1D465,MATHEMATICAL ITALIC SMALL X,𝑥
Ll,U+1D466,MATHEMATICAL ITALIC SMALL Y,𝑦
Ll,U+1D467,MATHEMATICAL ITALIC SMALL Z,𝑧
Ll,U+1D482,MATHEMATICAL BOLD ITALIC SMALL A,𝒂
Ll,U+1D483,MATHEMATICAL BOLD ITALIC SMALL B,𝒃
Ll,U+1D484,MATHEMATICAL BOLD ITALIC SMALL C,𝒄
Ll,U+1D485,MATHEMATICAL BOLD ITALIC SMALL D,𝒅
Ll,U+1D486,MATHEMATICAL BOLD ITALIC SMALL E,𝒆
Ll,U+1D487,MATHEMATICAL BOLD ITALIC SMALL F,𝒇
Ll,U+1D488,MATHEMATICAL BOLD ITALIC SMALL G,𝒈
Ll,U+1D489,MATHEMATICAL BOLD ITALIC SMALL H,𝒉
Ll,U+1D48A,MATHEMATICAL BOLD ITALIC SMALL I,𝒊
Ll,U+1D48B,MATHEMATICAL BOLD ITALIC SMALL J,𝒋
Ll,U+1D48C,MATHEMATICAL BOLD ITALIC SMALL K,𝒌
Ll,U+1D48D,MATHEMATICAL BOLD ITALIC SMALL L,𝒍
Ll,U+1D48E,MATHEMATICAL BOLD ITALIC SMALL M,𝒎
Ll,U+1D48F,MATHEMATICAL BOLD ITALIC SMALL N,𝒏
Ll,U+1D490,MATHEMATICAL BOLD ITALIC SMALL O,𝒐
Ll,U+1D491,MATHEMATICAL BOLD ITALIC SMALL P,𝒑
Ll,U+1D492,MATHEMATICAL BOLD ITALIC SMALL Q,𝒒
Ll,U+1D493,MATHEMATICAL BOLD ITALIC SMALL R,𝒓
Ll,U+1D494,MATHEMATICAL BOLD ITALIC SMALL S,𝒔
Ll,U+1D495,MATHEMATICAL BOLD ITALIC SMALL T,𝒕
Ll,U+1D496,MATHEMATICAL BOLD ITALIC SMALL U,𝒖
Ll,U+1D497,MATHEMATICAL BOLD ITALIC SMALL V,𝒗
Ll,U+1D498,MATHEMATICAL BOLD ITALIC SMALL W,𝒘
Ll,U+1D499,MATHEMATICAL BOLD ITALIC SMALL X,𝒙
Ll,U+1D49A,MATHEMATICAL BOLD ITALIC SMALL Y,𝒚
Ll,U+1D49B,MATHEMATICAL BOLD ITALIC SMALL Z,𝒛
Ll,U+1D4B6,MATHEMATICAL SCRIPT SMALL A,𝒶
Ll,U+1D4B7,MATHEMATICAL SCRIPT SMALL B,𝒷
Ll,U+1D4B8,MATHEMATICAL SCRIPT SMALL C,𝒸
Ll,U+1D4B9,MATHEMATICAL SCRIPT SMALL D,𝒹
Ll,U+1D4BB,MATHEMATICAL SCRIPT SMALL F,𝒻
Ll,U+1D4BD,MATHEMATICAL SCRIPT SMALL H,𝒽
Ll,U+1D4BE,MATHEMATICAL SCRIPT SMALL I,𝒾
Ll,U+1D4BF,MATHEMATICAL SCRIPT SMALL J,𝒿
Ll,U+1D4C0,MATHEMATICAL SCRIPT SMALL K,𝓀
Ll,U+1D4C1,MATHEMATICAL SCRIPT SMALL L,𝓁
Ll,U+1D4C2,MATHEMATICAL SCRIPT SMALL M,𝓂
Ll,U+1D4C3,MATHEMATICAL SCRIPT SMALL N,𝓃
Ll,U+1D4C5,MATHEMATICAL SCRIPT SMALL P,𝓅
Ll,U+1D4C6,MATHEMATICAL SCRIPT SMALL Q,𝓆
Ll,U+1D4C7,MATHEMATICAL SCRIPT SMALL R,𝓇
Ll,U+1D4C8,MATHEMATICAL SCRIPT SMALL S,𝓈
Ll,U+1D4C9,MATHEMATICAL SCRIPT SMALL T,𝓉
Ll,U+1D4CA,MATHEMATICAL SCRIPT SMALL U,𝓊
Ll,U+1D4CB,MATHEMATICAL SCRIPT SMALL V,𝓋
Ll,U+1D4CC,MATHEMATICAL SCRIPT SMALL W,𝓌
Ll,U+1D4CD,MATHEMATICAL SCRIPT SMALL X,𝓍
Ll,U+1D4CE,MATHEMATICAL SCRIPT SMALL Y,𝓎
Ll,U+1D4CF,MATHEMATICAL SCRIPT SMALL Z,𝓏
Ll,U+1D4EA,MATHEMATICAL BOLD SCRIPT SMALL A,𝓪
Ll,U+1D4EB,MATHEMATICAL BOLD SCRIPT SMALL B,𝓫
Ll,U+1D4EC,MATHEMATICAL BOLD SCRIPT SMALL C,𝓬
Ll,U+1D4ED,MATHEMATICAL BOLD SCRIPT SMALL D,𝓭
Ll,U+1D4EE,MATHEMATICAL BOLD SCRIPT SMALL E,𝓮
Ll,U+1D4EF,MATHEMATICAL BOLD SCRIPT SMALL F,𝓯
Ll,U+1D4F0,MATHEMATICAL BOLD SCRIPT SMALL G,𝓰
Ll,U+1D4F1,MATHEMATICAL BOLD SCRIPT SMALL H,𝓱
Ll,U+1D4F2,MATHEMATICAL BOLD SCRIPT SMALL I,𝓲
Ll,U+1D4F3,MATHEMATICAL BOLD SCRIPT SMALL J,𝓳
Ll,U+1D4F4,MATHEMATICAL BOLD SCRIPT SMALL K,𝓴
Ll,U+1D4F5,MATHEMATICAL BOLD SCRIPT SMALL L,𝓵
Ll,U+1D4F6,MATHEMATICAL BOLD SCRIPT SMALL M,𝓶
Ll,U+1D4F7,MATHEMATICAL BOLD SCRIPT SMALL N,𝓷
Ll,U+1D4F8,MATHEMATICAL BOLD SCRIPT SMALL O,𝓸
Ll,U+1D4F9,MATHEMATICAL BOLD SCRIPT SMALL P,𝓹
Ll,U+1D4FA,MATHEMATICAL BOLD SCRIPT SMALL Q,𝓺
Ll,U+1D4FB,MATHEMATICAL BOLD SCRIPT SMALL R,𝓻
Ll,U+1D4FC,MATHEMATICAL BOLD SCRIPT SMALL S,𝓼
Ll,U+1D4FD,MATHEMATICAL BOLD SCRIPT SMALL T,𝓽
Ll,U+1D4FE,MATHEMATICAL BOLD SCRIPT SMALL U,𝓾
Ll,U+1D4FF,MATHEMATICAL BOLD SCRIPT SMALL V,𝓿
Ll,U+1D500,MATHEMATICAL BOLD SCRIPT SMALL W,𝔀
Ll,U+1D501,MATHEMATICAL BOLD SCRIPT SMALL X,𝔁
Ll,U+1D502,MATHEMATICAL BOLD SCRIPT SMALL Y,𝔂
Ll,U+1D503,MATHEMATICAL BOLD SCRIPT SMALL Z,𝔃
Ll,U+1D51E,MATHEMATICAL FRAKTUR SMALL A,𝔞
Ll,U+1D51F,MATHEMATICAL FRAKTUR SMALL B,𝔟
Ll,U+1D520,MATHEMATICAL FRAKTUR SMALL C,𝔠
Ll,U+1D521,MATHEMATICAL FRAKTUR SMALL D,𝔡
Ll,U+1D522,MATHEMATICAL FRAKTUR SMALL E,𝔢
Ll,U+1D523,MATHEMATICAL FRAKTUR SMALL F,𝔣
Ll,U+1D524,MATHEMATICAL FRAKTUR SMALL G,𝔤
Ll,U+1D525,MATHEMATICAL FRAKTUR SMALL H,𝔥
Ll,U+1D526,MATHEMATICAL FRAKTUR SMALL I,𝔦
Ll,U+1D527,MATHEMATICAL FRAKTUR SMALL J,𝔧
Ll,U+1D528,MATHEMATICAL FRAKTUR SMALL K,𝔨
Ll,U+1D529,MATHEMATICAL FRAKTUR SMALL L,𝔩
Ll,U+1D52A,MATHEMATICAL FRAKTUR SMALL M,𝔪
Ll,U+1D52B,MATHEMATICAL FRAKTUR SMALL N,𝔫
Ll,U+1D52C,MATHEMATICAL FRAKTUR SMALL O,𝔬
Ll,U+1D52D,MATHEMATICAL FRAKTUR SMALL P,𝔭
Ll,U+1D52E,MATHEMATICAL FRAKTUR SMALL Q,𝔮
