category,unicode,name,browser
Nd,U+11653,MODI DIGIT THREE,𑙓
Nd,U+11654,MODI DIGIT FOUR,𑙔
Nd,U+11655,MODI DIGIT FIVE,𑙕
Nd,U+11656,MODI DIGIT SIX,𑙖
Nd,U+11657,MODI DIGIT SEVEN,𑙗
Nd,U+11658,MODI DIGIT EIGHT,𑙘
Nd,U+11659,MODI DIGIT NINE,𑙙
Nd,U+116C0,TAKRI DIGIT ZERO,𑛀
Nd,U+116C1,TAKRI DIGIT ONE,𑛁
Nd,U+116C2,TAKRI DIGIT TWO,𑛂
Nd,U+116C3,TAKRI DIGIT THREE,𑛃
Nd,U+116C4,TAKRI DIGIT FOUR,𑛄
Nd,U+116C5,TAKRI DIGIT FIVE,𑛅
Nd,U+116C6,TAKRI DIGIT SIX,𑛆
Nd,U+116C7,TAKRI DIGIT SEVEN,𑛇
Nd,U+116C8,TAKRI DIGIT EIGHT,𑛈
Nd,U+116C9,TAKRI DIGIT NINE,𑛉
Nd,U+11730,AHOM DIGIT ZERO,𑜰
Nd,U+11731,AHOM DIGIT ONE,𑜱
Nd,U+11732,AHOM DIGIT TWO,𑜲
Nd,U+11733,AHOM DIGIT THREE,𑜳
Nd,U+11734,AHOM DIGIT FOUR,𑜴
Nd,U+11735,AHOM DIGIT FIVE,𑜵
Nd,U+11736,AHOM DIGIT SIX,𑜶
Nd,U+11737,AHOM DIGIT SEVEN,𑜷
Nd,U+11738,AHOM DIGIT EIGHT,𑜸
Nd,U+11739,AHOM DIGIT NINE,𑜹
Nd,U+118E0,WARANG CITI DIGIT ZERO,𑣠
Nd,U+118E1,WARANG CITI DIGIT ONE,𑣡
Nd,U+118E2,WARANG CITI DIGIT TWO,𑣢
Nd,U+118E3,WARANG CITI DIGIT THREE,𑣣
Nd,U+118E4,WARANG CITI DIGIT FOUR,𑣤
Nd,U+118E5,WARANG CITI DIGIT FIVE,𑣥
Nd,U+118E6,WARANG CITI DIGIT SIX,𑣦
Nd,U+118E7,WARANG CITI DIGIT SEVEN,𑣧
Nd,U+118E8,WARANG CITI DIGIT EIGHT,𑣨
Nd,U+118E9,WARANG CITI DIGIT NINE,𑣩
Nd,U+11C50,BHAIKSUKI DIGIT ZERO,𑱐
Nd,U+11C51,BHAIKSUKI DIGIT ONE,𑱑
Nd,U+11C52,BHAIKSUKI DIGIT TWO,𑱒
Nd,U+11C53,BHAIKSUKI DIGIT THREE,𑱓
Nd,U+11C54,BHAIKSUKI DIGIT FOUR,𑱔
Nd,U+11C55,BHAIKSUKI DIGIT FIVE,𑱕
Nd,U+11C56,BHAIKSUKI DIGIT SIX,𑱖
Nd,U+11C57,BHAIKSUKI DIGIT SEVEN,𑱗
Nd,U+11C58,BHAIKSUKI DIGIT EIGHT,𑱘
Nd,U+11C59,BHAIKSUKI DIGIT NINE,𑱙
Nd,U+11D50,MASARAM GONDI DIGIT ZERO,𑵐
Nd,U+11D51,MASARAM GONDI DIGIT ONE,𑵑
Nd,U+11D52,MASARAM GONDI DIGIT TWO,𑵒
Nd,U+11D53,MASARAM GONDI DIGIT THREE,𑵓
Nd,U+11D54,MASARAM GONDI DIGIT FOUR,𑵔
Nd,U+11D55,MASARAM GONDI DIGIT FIVE,𑵕
Nd,U+11D56,MASARAM GONDI DIGIT SIX,𑵖
Nd,U+11D57,MASARAM GONDI DIGIT SEVEN,𑵗
Nd,U+11D58,MASARAM GONDI DIGIT EIGHT,𑵘
Nd,U+11D59,MASARAM GONDI DIGIT NINE,𑵙
Nd,U+11DA0,GUNJALA GONDI DIGIT ZERO,𑶠
Nd,U+11DA1,GUNJALA GONDI DIGIT ONE,𑶡
Nd,U+11DA2,GUNJALA GONDI DIGIT TWO,𑶢
Nd,U+11DA3,GUNJALA GONDI DIGIT THREE,𑶣
Nd,U+11DA4,GUNJALA GONDI DIGIT FOUR,𑶤
Nd,U+11DA5,GUNJALA GONDI DIGIT FIVE,𑶥
Nd,U+11DA6,GUNJALA GONDI DIGIT SIX,𑶦
Nd,U+11DA7,GUNJALA GONDI DIGIT SEVEN,𑶧
Nd,U+11DA8,GUNJALA GONDI DIGIT EIGHT,𑶨
Nd,U+11DA9,GUNJALA GONDI DIGIT NINE,𑶩
Nd,U+16A60,MRO DIGIT ZERO,𖩠
Nd,U+16A61,MRO DIGIT ONE,𖩡
Nd,U+16A62,MRO DIGIT TWO,𖩢
Nd,U+16A63,MRO DIGIT THREE,𖩣
Nd,U+16A64,MRO DIGIT FOUR,𖩤
Nd,U+16A65,MRO DIGIT FIVE,𖩥
Nd,U+16A66,MRO DIGIT SIX,𖩦
Nd,U+16A67,MRO DIGIT SEVEN,𖩧
Nd,U+16A68,MRO DIGIT EIGHT,𖩨
Nd,U+16A69,MRO DIGIT NINE,𖩩
Nd,U+16B50,PAHAWH HMONG DIGIT ZERO,𖭐
Nd,U+16B51,PAHAWH HMONG DIGIT ONE,𖭑
Nd,U+16B52,PAHAWH HMONG DIGIT TWO,𖭒
Nd,U+16B53,PAHAWH HMONG DIGIT THREE,𖭓
Nd,U+16B54,PAHAWH HMONG DIGIT FOUR,𖭔
Nd,U+16B55,PAHAWH HMONG DIGIT FIVE,𖭕
Nd,U+16B56,PAHAWH HMONG DIGIT SIX,𖭖
Nd,U+16B57,PAHAWH HMONG DIGIT SEVEN,𖭗
Nd,U+16B58,PAHAWH HMONG DIGIT EIGHT,𖭘
Nd,U+16B59,PAHAWH HMONG DIGIT NINE,𖭙
Nd,U+1D7CE,MATHEMATICAL BOLD DIGIT ZERO,𝟎
Nd,U+1D7CF,MATHEMATICAL BOLD DIGIT ONE,𝟏
Nd,U+1D7D0,MATHEMATICAL BOLD DIGIT TWO,𝟐
Nd,U+1D7D1,MATHEMATICAL BOLD DIGIT THREE,𝟑
Nd,U+1D7D2,MATHEMATICAL BOLD DIGIT FOUR,𝟒
Nd,U+1D7D3,MATHEMATICAL BOLD DIGIT FIVE,𝟓
Nd,U+1D7D4,MATHEMATICAL BOLD DIGIT SIX,𝟔
Nd,U+1D7D5,MATHEMATICAL BOLD DIGIT SEVEN,𝟕
Nd,U+1D7D6,MATHEMATICAL BOLD DIGIT EIGHT,𝟖
Nd,U+1D7D7,MATHEMATICAL BOLD DIGIT NINE,𝟗
Nd,U+1D7D8,MATHEMATICAL DOUBLE-STRUCK DIGIT ZERO,𝟘
Nd,U+1D7D9,MATHEMATICAL DOUBLE-STRUCK DIGIT ONE,𝟙
Nd,U+1D7DA,MATHEMATICAL DOUBLE-STRUCK DIGIT TWO,𝟚
Nd,U+1D7DB,MATHEMATICAL DOUBLE-STRUCK DIGIT THREE,𝟛
Nd,U+1D7DC,MATHEMATICAL DOUBLE-STRUCK DIGIT FOUR,𝟜
Nd,U+1D7DD,MATHEMATICAL DOUBLE-STRUCK DIGIT FIVE,𝟝
Nd,U+1D7DE,MATHEMATICAL DOUBLE-STRUCK DIGIT SIX,𝟞
Nd,U+1D7DF,MATHEMATICAL DOUBLE-STRUCK DIGIT SEVEN,𝟟
Nd,U+1D7E0,MATHEMATICAL DOUBLE-STRUCK DIGIT EIGHT,𝟠
Nd,U+1D7E1,MATHEMATICAL DOUBLE-STRUCK DIGIT NINE,𝟡
Nd,U+1D7E2,MATHEMATICAL SANS-SERIF DIGIT ZERO,𝟢
Nd,U+1D7E3,MATHEMATICAL SANS-SERIF DIGIT ONE,𝟣
Nd,U+1D7E4,MATHEMATICAL SANS-SERIF DIGIT TWO,𝟤
Nd,U+1D7E5,MATHEMATICAL SANS-SERIF DIGIT THREE,𝟥
Nd,U+1D7E6,MATHEMATICAL SANS-SERIF DIGIT FOUR,𝟦
Nd,U+1D7E7,MATHEMATICAL SANS-SERIF DIGIT FIVE,𝟧
Nd,U+1D7E8,MATHEMATICAL SANS-SERIF DIGIT SIX,𝟨
Nd,U+1D7E9,MATHEMATICAL SANS-SERIF DIGIT SEVEN,𝟩
Nd,U+1D7EA,MATHEMATICAL SANS-SERIF DIGIT EIGHT,𝟪
Nd,U+1D7EB,MATHEMATICAL SANS-SERIF DIGIT NINE,𝟫
Nd,U+1D7EC,MATHEMATICAL SANS-SERIF BOLD DIGIT ZERO,𝟬
Nd,U+1D7ED,MATHEMATICAL SANS-SERIF BOLD DIGIT ONE,𝟭
Nd,U+1D7EE,MATHEMATICAL SANS-SERIF BOLD DIGIT TWO,𝟮
Nd,U+1D7EF,MATHEMATICAL SANS-SERIF BOLD DIGIT THREE,𝟯
Nd,U+1D7F0,MATHEMATICAL SANS-SERIF BOLD DIGIT FOUR,𝟰
Nd,U+1D7F1,MATHEMATICAL SANS-SERIF BOLD DIGIT FIVE,𝟱
Nd,U+1D7F2,MATHEMATICAL SANS-SERIF BOLD DIGIT SIX,𝟲
Nd,U+1D7F3,MATHEMATICAL SANS-SERIF BOLD DIGIT SEVEN,𝟳
Nd,U+1D7F4,MATHEMATICAL SANS-SERIF BOLD DIGIT EIGHT,𝟴
Nd,U+1D7F5,MATHEMATICAL SANS-SERIF BOLD DIGIT NINE,𝟵
Nd,U+1D7F6,MATHEMATICAL MONOSPACE DIGIT ZERO,𝟶
Nd,U+1D7F7,MATHEMATICAL MONOSPACE DIGIT ONE,𝟷
Nd,U+1D7F8,MATHEMATICAL MONOSPACE DIGIT TWO,𝟸
Nd,U+1D7F9,MATHEMATICAL MONOSPACE DIGIT THREE,𝟹
Nd,U+1D7FA,MATHEMATICAL MONOSPACE DIGIT FOUR,𝟺
Nd,U+1D7FB,MATHEMATICAL MONOSPACE DIGIT FIVE,𝟻
Nd,U+1D7FC,MATHEMATICAL MONOSPACE DIGIT SIX,𝟼
Nd,U+1D7FD,MATHEMATICAL MONOSPACE DIGIT SEVEN,𝟽
Nd,U+1D7FE,MATHEMATICAL MONOSPACE DIGIT EIGHT,𝟾
Nd,U+1D7FF,MATHEMATICAL MONOSPACE DIGIT NINE,𝟿
Nd,U+1E140,NYIAKENG PUACHUE HMONG DIGIT ZERO,𞅀
Nd,U+1E141,NYIAKENG PUACHUE HMONG DIGIT ONE,𞅁
Nd,U+1E142,NYIAKENG PUACHUE HMONG DIGIT TWO,𞅂
Nd,U+1E143,NYIAKENG PUACHUE HMONG DIGIT THREE,𞅃
Nd,U+1E144,NYIAKENG PUACHUE HMONG DIGIT FOUR,𞅄
Nd,U+1E145,NYIAKENG PUACHUE HMONG DIGIT FIVE,𞅅
Nd,U+1E146,NYIAKENG PUACHUE HMONG DIGIT SIX,𞅆
Nd,U+1E147,NYIAKENG PUACHUE HMONG DIGIT SEVEN,𞅇
Nd,U+1E148,NYIAKENG PUACHUE HMONG DIGIT EIGHT,𞅈
Nd,U+1E149,NYIAKENG PUACHUE HMONG DIGIT NINE,𞅉
Nd,U+1E2F0,WANCHO DIGIT ZERO,𞋰
Nd,U+1E2F1,WANCHO DIGIT ONE,𞋱
Nd,U+1E2F2,WANCHO DIGIT TWO,𞋲
Nd,U+1E2F3,WANCHO DIGIT THREE,𞋳
Nd,U+1E2F4,WANCHO DIGIT FOUR,𞋴
Nd,U+1E2F5,WANCHO DIGIT FIVE,𞋵
Nd,U+1E2F6,WANCHO DIGIT SIX,𞋶
Nd,U+1E2F7,WANCHO DIGIT SEVEN,𞋷
Nd,U+1E2F8,WANCHO DIGIT EIGHT,𞋸
Nd,U+1E2F9,WANCHO DIGIT NINE,𞋹
Nd,U+1E950,ADLAM DIGIT ZERO,𞥐
Nd,U+1E951,ADLAM DIGIT ONE,𞥑
Nd,U+1E952,ADLAM DIGIT TWO,𞥒
Nd,U+1E953,ADLAM DIGIT THREE,𞥓
Nd,U+1E954,ADLAM DIGIT FOUR,𞥔
Nd,U+1E955,ADLAM DIGIT FIVE,𞥕
Nd,U+1E956,ADLAM DIGIT SIX,𞥖
Nd,U+1E957,ADLAM DIGIT SEVEN,𞥗
Nd,U+1E958,ADLAM DIGIT EIGHT,𞥘
Nd,U+1E959,ADLAM DIGIT NINE,𞥙
Nl,U+16EE,RUNIC ARLAUG SYMBOL,ᛮ
Nl,U+16EF,RUNIC TVIMADUR SYMBOL,ᛯ
Nl,U+16F0,RUNIC BELGTHOR SYMBOL,ᛰ
Nl,U+2160,ROMAN NUMERAL ONE,Ⅰ
Nl,U+2161,ROMAN NUMERAL TWO,Ⅱ
Nl,U+2162,ROMAN NUMERAL THREE,Ⅲ
Nl,U+2163,ROMAN NUMERAL FOUR,Ⅳ
Nl,U+2164,ROMAN NUMERAL FIVE,Ⅴ
Nl,U+2165,ROMAN NUMERAL SIX,Ⅵ
Nl,U+2166,ROMAN NUMERAL SEVEN,Ⅶ
Nl,U+2167,ROMAN NUMERAL EIGHT,Ⅷ
Nl,U+2168,ROMAN NUMERAL NINE,Ⅸ
Nl,U+2169,ROMAN NUMERAL TEN,Ⅹ
Nl,U+216A,ROMAN NUMERAL ELEVEN,Ⅺ
Nl,U+216B,ROMAN NUMERAL TWELVE,Ⅻ
Nl,U+216C,ROMAN NUMERAL FIFTY,Ⅼ
Nl,U+216D,ROMAN NUMERAL ONE HUNDRED,Ⅽ
Nl,U+216E,ROMAN NUMERAL FIVE HUNDRED,Ⅾ
Nl,U+216F,ROMAN NUMERAL ONE THOUSAND,Ⅿ
Nl,U+2170,SMALL ROMAN NUMERAL ONE,ⅰ
Nl,U+2171,SMALL ROMAN NUMERAL TWO,ⅱ
Nl,U+2172,SMALL ROMAN NUMERAL THREE,ⅲ
Nl,U+2173,SMALL ROMAN NUMERAL FOUR,ⅳ
Nl,U+2174,SMALL ROMAN NUMERAL FIVE,ⅴ
Nl,U+2175,SMALL ROMAN NUMERAL SIX,ⅵ
Nl,U+2176,SMALL ROMAN NUMERAL SEVEN,ⅶ
Nl,U+2177,SMALL ROMAN NUMERAL EIGHT,ⅷ
Nl,U+2178,SMALL ROMAN NUMERAL NINE,ⅸ
Nl,U+2179,SMALL ROMAN NUMERAL TEN,ⅹ
Nl,U+217A,SMALL ROMAN NUMERAL ELEVEN,ⅺ
Nl,U+217B,SMALL ROMAN NUMERAL TWELVE,ⅻ
Nl,U+217C,SMALL ROMAN NUMERAL FIFTY,ⅼ
Nl,U+217D,SMALL ROMAN NUMERAL ONE HUNDRED,ⅽ
Nl,U+217E,SMALL ROMAN NUMERAL FIVE HUNDRED,ⅾ
Nl,U+217F,SMALL ROMAN NUMERAL ONE THOUSAND,ⅿ
Nl,U+2180,ROMAN NUMERAL ONE THOUSAND C D,ↀ
Nl,U+2181,ROMAN NUMERAL FIVE THOUSAND,ↁ
Nl,U+2182,ROMAN NUMERAL TEN THOUSAND,ↂ
Nl,U+2185,ROMAN NUMERAL SIX LATE FORM,ↅ
Nl,U+2186,ROMAN NUMERAL FIFTY EARLY FORM,ↆ
Nl,U+2187,ROMAN NUMERAL FIFTY THOUSAND,ↇ
Nl,U+2188,ROMAN NUMERAL ONE HUNDRED THOUSAND,ↈ
Nl,U+3007,IDEOGRAPHIC NUMBER ZERO,〇
Nl,U+3021,HANGZHOU NUMERAL ONE,〡
Nl,U+3022,HANGZHOU NUMERAL TWO,〢
Nl,U+3023,HANGZHOU NUMERAL THREE,〣
Nl,U+3024,HANGZHOU NUMERAL FOUR,〤
Nl,U+3025,HANGZHOU NUMERAL FIVE,〥
Nl,U+3026,HANGZHOU NUMERAL SIX,〦
Nl,U+3027,HANGZHOU NUMERAL SEVEN,〧
Nl,U+3028,HANGZHOU NUMERAL EIGHT,〨
Nl,U+3029,HANGZHOU NUMERAL NINE,〩
Nl,U+3038,HANGZHOU NUMERAL TEN,〸
Nl,U+3039,HANGZHOU NUMERAL TWENTY,〹
Nl,U+303A,HANGZHOU NUMERAL THIRTY,〺
Nl,U+A6E6,BAMUM LETTER MO,ꛦ
Nl,U+A6E7,BAMUM LETTER MBAA,ꛧ
Nl,U+A6E8,BAMUM LETTER TET,ꛨ
Nl,U+A6E9,BAMUM LETTER KPA,ꛩ
Nl,U+A6EA,BAMUM LETTER TEN,ꛪ
Nl,U+A6EB,BAMUM LETTER NTUU,ꛫ
Nl,U+A6EC,BAMUM LETTER SAMBA,ꛬ
Nl,U+A6ED,BAMUM LETTER FAAMAE,ꛭ
Nl,U+A6EE,BAMUM LETTER KOVUU,ꛮ
Nl,U+A6EF,BAMUM LETTER KOGHOM,ꛯ
Nl,U+10140,GREEK ACROPHONIC ATTIC ONE QUARTER,𐅀
Nl,U+10141,GREEK ACROPHONIC ATTIC ONE HALF,𐅁
Nl,U+10142,GREEK ACROPHONIC ATTIC ONE DRACHMA,𐅂
Nl,U+10143,GREEK ACROPHONIC ATTIC FIVE,𐅃
Nl,U+10144,GREEK ACROPHONIC ATTIC FIFTY,𐅄
Nl,U+10145,GREEK ACROPHONIC ATTIC FIVE HUNDRED,𐅅
Nl,U+10146,GREEK ACROPHONIC ATTIC FIVE THOUSAND,𐅆
Nl,U+10147,GREEK ACROPHONIC ATTIC FIFTY THOUSAND,𐅇
Nl,U+10148,GREEK ACROPHONIC ATTIC FIVE TALENTS,𐅈
Nl,U+10149,GREEK ACROPHONIC ATTIC TEN TALENTS,𐅉
Nl,U+1014A,GREEK ACROPHONIC ATTIC FIFTY TALENTS,𐅊
Nl,U+1014B,GREEK ACROPHONIC ATTIC ONE HUNDRED TALENTS,𐅋
Nl,U+1014C,GREEK ACROPHONIC ATTIC FIVE HUNDRED TALENTS,𐅌
Nl,U+1014D,GREEK ACROPHONIC ATTIC ONE THOUSAND TALENTS,𐅍
Nl,U+1014E,GREEK ACROPHONIC ATTIC FIVE THOUSAND TALENTS,𐅎
Nl,U+1014F,GREEK ACROPHONIC ATTIC FIVE STATERS,𐅏
Nl,U+10150,GREEK ACROPHONIC ATTIC TEN STATERS,𐅐
Nl,U+10151,GREEK ACROPHONIC ATTIC FIFTY STATERS,𐅑
Nl,U+10152,GREEK ACROPHONIC ATTIC ONE HUNDRED STATERS,𐅒
Nl,U+10153,GREEK ACROPHONIC ATTIC FIVE HUNDRED STATERS,𐅓
Nl,U+10154,GREEK ACROPHONIC ATTIC ONE THOUSAND STATERS,𐅔
Nl,U+10155,GREEK ACROPHONIC ATTIC TEN THOUSAND STATERS,𐅕
Nl,U+10156,GREEK ACROPHONIC ATTIC FIFTY THOUSAND STATERS,𐅖
Nl,U+10157,GREEK ACROPHONIC ATTIC TEN MNAS,𐅗
Nl,U+10158,GREEK ACROPHONIC HERAEUM ONE PLETHRON,𐅘
Nl,U+10159,GREEK ACROPHONIC THESPIAN ONE,𐅙
Nl,U+1015A,GREEK ACROPHONIC HERMIONIAN ONE,𐅚
Nl,U+1015B,GREEK ACROPHONIC EPIDAUREAN TWO,𐅛
Nl,U+1015C,GREEK ACROPHONIC THESPIAN TWO,𐅜
Nl,U+1015D,GREEK ACROPHONIC CYRENAIC TWO DRACHMAS,𐅝
Nl,U+1015E,GREEK ACROPHONIC EPIDAUREAN TWO DRACHMAS,𐅞
Nl,U+1015F,GREEK ACROPHONIC TROEZENIAN FIVE,𐅟
Nl,U+10160,GREEK ACROPHONIC TROEZENIAN TEN,𐅠
Nl,U+10161,GREEK ACROPHONIC TROEZENIAN TEN ALTERNATE FORM,𐅡
Nl,U+10162,GREEK ACROPHONIC HERMIONIAN TEN,𐅢
Nl,U+10163,GREEK ACROPHONIC MESSENIAN TEN,𐅣
Nl,U+10164,GREEK ACROPHONIC THESPIAN TEN,𐅤
Nl,U+10165,GREEK ACROPHONIC THESPIAN THIRTY,𐅥
Nl,U+10166,GREEK ACROPHONIC TROEZENIAN FIFTY,𐅦
Nl,U+10167,GREEK ACROPHONIC TROEZENIAN FIFTY ALTERNATE FORM,𐅧
Nl,U+10168,GREEK ACROPHONIC HERMIONIAN FIFTY,𐅨
Nl,U+10169,GREEK ACROPHONIC THESPIAN FIFTY,𐅩
Nl,U+1016A,GREEK ACROPHONIC THESPIAN ONE HUNDRED,𐅪
Nl,U+1016B,GREEK ACROPHONIC THESPIAN THREE HUNDRED,𐅫
Nl,U+1016C,GREEK ACROPHONIC EPIDAUREAN FIVE HUNDRED,𐅬
Nl,U+1016D,GREEK ACROPHONIC TROEZENIAN FIVE HUNDRED,𐅭
Nl,U+1016E,GREEK ACROPHONIC THESPIAN FIVE HUNDRED,𐅮
Nl,U+1016F,GREEK ACROPHONIC CARYSTIAN FIVE HUNDRED,𐅯
Nl,U+10170,GREEK ACROPHONIC NAXIAN FIVE HUNDRED,𐅰
Nl,U+10171,GREEK ACROPHONIC THESPIAN ONE THOUSAND,𐅱
Nl,U+10172,GREEK ACROPHONIC THESPIAN FIVE THOUSAND,𐅲
Nl,U+10173,GREEK ACROPHONIC DELPHIC FIVE MNAS,𐅳
Nl,U+10174,GREEK ACROPHONIC STRATIAN FIFTY MNAS,𐅴
Nl,U+10341,GOTHIC LETTER NINETY,𐍁
Nl,U+1034A,GOTHIC LETTER NINE HUNDRED,𐍊
Nl,U+103D1,OLD PERSIAN NUMBER ONE,𐏑
Nl,U+103D2,OLD PERSIAN NUMBER TWO,𐏒
Nl,U+103D3,OLD PERSIAN NUMBER TEN,𐏓
Nl,U+103D4,OLD PERSIAN NUMBER TWENTY,𐏔
Nl,U+103D5,OLD PERSIAN NUMBER HUNDRED,𐏕
Nl,U+12400,CUNEIFORM NUMERIC SIGN TWO ASH,𒐀
Nl,U+12401,CUNEIFORM NUMERIC SIGN THREE ASH,𒐁
Nl,U+12402,CUNEIFORM NUMERIC SIGN FOUR ASH,𒐂
Nl,U+12403,CUNEIFORM NUMERIC SIGN FIVE ASH,𒐃
Nl,U+12404,CUNEIFORM NUMERIC SIGN SIX ASH,𒐄
Nl,U+12405,CUNEIFORM NUMERIC SIGN SEVEN ASH,𒐅
Nl,U+12406,CUNEIFORM NUMERIC SIGN EIGHT ASH,𒐆
Nl,U+12407,CUNEIFORM NUMERIC SIGN NINE ASH,𒐇
Nl,U+12408,CUNEIFORM NUMERIC SIGN THREE DISH,𒐈
Nl,U+12409,CUNEIFORM NUMERIC SIGN FOUR DISH,𒐉
Nl,U+1240A,CUNEIFORM NUMERIC SIGN FIVE DISH,𒐊
Nl,U+1240B,CUNEIFORM NUMERIC SIGN SIX DISH,𒐋
Nl,U+1240C,CUNEIFORM NUMERIC SIGN SEVEN DISH,𒐌
Nl,U+1240D,CUNEIFORM NUMERIC SIGN EIGHT DISH,𒐍
Nl,U+1240E,CUNEIFORM NUMERIC SIGN NINE DISH,𒐎
Nl,U+1240F,CUNEIFORM NUMERIC SIGN FOUR U,𒐏
Nl,U+12410,CUNEIFORM NUMERIC SIGN FIVE U,𒐐
Nl,U+12411,CUNEIFORM NUMERIC SIGN SIX U,𒐑
Nl,U+12412,CUNEIFORM NUMERIC SIGN SEVEN U,𒐒
Nl,U+12413,CUNEIFORM NUMERIC SIGN EIGHT U,𒐓
Nl,U+12414,CUNEIFORM NUMERIC SIGN NINE U,𒐔
Nl,U+12415,CUNEIFORM NUMERIC SIGN ONE GESH2,𒐕
Nl,U+12416,CUNEIFORM NUMERIC SIGN TWO GESH2,𒐖
Nl,U+12417,CUNEIFORM NUMERIC SIGN THREE GESH2,𒐗
Nl,U+12418,CUNEIFORM NUMERIC SIGN FOUR GESH2,𒐘
Nl,U+12419,CUNEIFORM NUMERIC SIGN FIVE GESH2,𒐙
Nl,U+1241A,CUNEIFORM NUMERIC SIGN SIX GESH2,𒐚
Nl,U+1241B,CUNEIFORM NUMERIC SIGN SEVEN GESH2,𒐛
Nl,U+1241C,CUNEIFORM NUMERIC SIGN EIGHT GESH2,𒐜
Nl,U+1241D,CUNEIFORM NUMERIC SIGN NINE GESH2,𒐝
Nl,U+1241E,CUNEIFORM NUMERIC SIGN ONE GESHU,𒐞
Nl,U+1241F,CUNEIFORM NUMERIC SIGN TWO GESHU,𒐟
Nl,U+12420,CUNEIFORM NUMERIC SIGN THREE GESHU,𒐠
Nl,U+12421,CUNEIFORM NUMERIC SIGN FOUR GESHU,𒐡
Nl,U+12422,CUNEIFORM NUMERIC SIGN FIVE GESHU,𒐢
Nl,U+12423,CUNEIFORM NUMERIC SIGN TWO SHAR2,𒐣
Nl,U+12424,CUNEIFORM NUMERIC SIGN THREE SHAR2,𒐤
Nl,U+12425,CUNEIFORM NUMERIC SIGN THREE SHAR2 VARIANT FORM,𒐥
Nl,U+12426,CUNEIFORM NUMERIC SIGN FOUR SHAR2,𒐦
Nl,U+12427,CUNEIFORM NUMERIC SIGN FIVE SHAR2,𒐧
Nl,U+12428,CUNEIFORM NUMERIC SIGN SIX SHAR2,𒐨
Nl,U+12429,CUNEIFORM NUMERIC SIGN SEVEN SHAR2,𒐩
Nl,U+1242A,CUNEIFORM NUMERIC SIGN EIGHT SHAR2,𒐪
Nl,U+1242B,CUNEIFORM NUMERIC SIGN NINE SHAR2,𒐫
Nl,U+1242C,CUNEIFORM NUMERIC SIGN ONE SHARU,𒐬
Nl,U+1242D,CUNEIFORM NUMERIC SIGN TWO SHARU,𒐭
Nl,U+1242E,CUNEIFORM NUMERIC SIGN THREE SHARU,𒐮
Nl,U+1242F,CUNEIFORM NUMERIC SIGN THREE SHARU VARIANT FORM,𒐯
Nl,U+12430,CUNEIFORM NUMERIC SIGN FOUR SHARU,𒐰
Nl,U+12431,CUNEIFORM NUMERIC SIGN FIVE SHARU,𒐱
Nl,U+12432,CUNEIFORM NUMERIC SIGN SHAR2 TIMES GAL PLUS DISH,𒐲
Nl,U+12433,CUNEIFORM NUMERIC SIGN SHAR2 TIMES GAL PLUS MIN,𒐳
Nl,U+12434,CUNEIFORM NUMERIC SIGN ONE BURU,𒐴
Nl,U+12435,CUNEIFORM NUMERIC SIGN TWO BURU,𒐵
Nl,U+12436,CUNEIFORM NUMERIC SIGN THREE BURU,𒐶
Nl,U+12437,CUNEIFORM NUMERIC SIGN THREE BURU VARIANT FORM,𒐷
Nl,U+12438,CUNEIFORM NUMERIC SIGN FOUR BURU,𒐸
Nl,U+12439,CUNEIFORM NUMERIC SIGN FIVE BURU,𒐹
Nl,U+1243A,CUNEIFORM NUMERIC SIGN THREE VARIANT FORM ESH16,𒐺
Nl,U+1243B,CUNEIFORM NUMERIC SIGN THREE VARIANT FORM ESH21,𒐻
Nl,U+1243C,CUNEIFORM NUMERIC SIGN FOUR VARIANT FORM LIMMU,𒐼
Nl,U+1243D,CUNEIFORM NUMERIC SIGN FOUR VARIANT FORM LIMMU4,𒐽
Nl,U+1243E,CUNEIFORM NUMERIC SIGN FOUR VARIANT FORM LIMMU A,𒐾
Nl,U+1243F,CUNEIFORM NUMERIC SIGN FOUR VARIANT FORM LIMMU B,𒐿
Nl,U+12440,CUNEIFORM NUMERIC SIGN SIX VARIANT FORM ASH9,𒑀
Nl,U+12441,CUNEIFORM NUMERIC SIGN SEVEN VARIANT FORM IMIN3,𒑁
Nl,U+12442,CUNEIFORM NUMERIC SIGN SEVEN VARIANT FORM IMIN A,𒑂
Nl,U+12443,CUNEIFORM NUMERIC SIGN SEVEN VARIANT FORM IMIN B,𒑃
Nl,U+12444,CUNEIFORM NUMERIC SIGN EIGHT VARIANT FORM USSU,𒑄
Nl,U+12445,CUNEIFORM NUMERIC SIGN EIGHT VARIANT FORM USSU3,𒑅
Nl,U+12446,CUNEIFORM NUMERIC SIGN NINE VARIANT FORM ILIMMU,𒑆
Nl,U+12447,CUNEIFORM NUMERIC SIGN NINE VARIANT FORM ILIMMU3,𒑇
Nl,U+12448,CUNEIFORM NUMERIC SIGN NINE VARIANT FORM ILIMMU4,𒑈
Nl,U+12449,CUNEIFORM NUMERIC SIGN NINE VARIANT FORM ILIMMU A,𒑉
Nl,U+1244A,CUNEIFORM NUMERIC SIGN TWO ASH TENU,𒑊
Nl,U+1244B,CUNEIFORM NUMERIC SIGN THREE ASH TENU,𒑋
Nl,U+1244C,CUNEIFORM NUMERIC SIGN FOUR ASH TENU,𒑌
Nl,U+1244D,CUNEIFORM NUMERIC SIGN FIVE ASH TENU,𒑍
