category,unicode,name,browser
Nl,U+1244E,CUNEIFORM NUMERIC SIGN SIX ASH TENU,𒑎
Nl,U+1244F,CUNEIFORM NUMERIC SIGN ONE BAN2,𒑏
Nl,U+12450,CUNEIFORM NUMERIC SIGN TWO BAN2,𒑐
Nl,U+12451,CUNEIFORM NUMERIC SIGN THREE BAN2,𒑑
Nl,U+12452,CUNEIFORM NUMERIC SIGN FOUR BAN2,𒑒
Nl,U+12453,CUNEIFORM NUMERIC SIGN FOUR BAN2 VARIANT FORM,𒑓
Nl,U+12454,CUNEIFORM NUMERIC SIGN FIVE BAN2,𒑔
Nl,U+12455,CUNEIFORM NUMERIC SIGN FIVE BAN2 VARIANT FORM,𒑕
Nl,U+12456,CUNEIFORM NUMERIC SIGN NIGIDAMIN,𒑖
Nl,U+12457,CUNEIFORM NUMERIC SIGN NIGIDAESH,𒑗
Nl,U+12458,CUNEIFORM NUMERIC SIGN ONE ESHE3,𒑘
Nl,U+12459,CUNEIFORM NUMERIC SIGN TWO ESHE3,𒑙
Nl,U+1245A,CUNEIFORM NUMERIC SIGN ONE THIRD DISH,𒑚
Nl,U+1245B,CUNEIFORM NUMERIC SIGN TWO THIRDS DISH,𒑛
Nl,U+1245C,CUNEIFORM NUMERIC SIGN FIVE SIXTHS DISH,𒑜
Nl,U+1245D,CUNEIFORM NUMERIC SIGN ONE THIRD VARIANT FORM A,𒑝
Nl,U+1245E,CUNEIFORM NUMERIC SIGN TWO THIRDS VARIANT FORM A,𒑞
Nl,U+1245F,CUNEIFORM NUMERIC SIGN ONE EIGHTH ASH,𒑟
Nl,U+12460,CUNEIFORM NUMERIC SIGN ONE QUARTER ASH,𒑠
Nl,U+12461,CUNEIFORM NUMERIC SIGN OLD ASSYRIAN ONE SIXTH,𒑡
Nl,U+12462,CUNEIFORM NUMERIC SIGN OLD ASSYRIAN ONE QUARTER,𒑢
Nl,U+12463,CUNEIFORM NUMERIC SIGN ONE QUARTER GUR,𒑣
Nl,U+12464,CUNEIFORM NUMERIC SIGN ONE HALF GUR,𒑤
Nl,U+12465,CUNEIFORM NUMERIC SIGN ELAMITE ONE THIRD,𒑥
Nl,U+12466,CUNEIFORM NUMERIC SIGN ELAMITE TWO THIRDS,𒑦
Nl,U+12467,CUNEIFORM NUMERIC SIGN ELAMITE FORTY,𒑧
Nl,U+12468,CUNEIFORM NUMERIC SIGN ELAMITE FIFTY,𒑨
Nl,U+12469,CUNEIFORM NUMERIC SIGN FOUR U VARIANT FORM,𒑩
Nl,U+1246A,CUNEIFORM NUMERIC SIGN FIVE U VARIANT FORM,𒑪
Nl,U+1246B,CUNEIFORM NUMERIC SIGN SIX U VARIANT FORM,𒑫
Nl,U+1246C,CUNEIFORM NUMERIC SIGN SEVEN U VARIANT FORM,𒑬
Nl,U+1246D,CUNEIFORM NUMERIC SIGN EIGHT U VARIANT FORM,𒑭
Nl,U+1246E,CUNEIFORM NUMERIC SIGN NINE U VARIANT FORM,𒑮
No,U+00B2,SUPERSCRIPT TWO,²
No,U+00B3,SUPERSCRIPT THREE,³
No,U+00B9,SUPERSCRIPT ONE,¹
No,U+00BC,VULGAR FRACTION ONE QUARTER,¼
No,U+00BD,VULGAR FRACTION ONE HALF,½
No,U+00BE,VULGAR FRACTION THREE QUARTERS,¾
No,U+09F4,BENGALI CURRENCY NUMERATOR ONE,৴
No,U+09F5,BENGALI CURRENCY NUMERATOR TWO,৵
No,U+09F6,BENGALI CURRENCY NUMERATOR THREE,৶
No,U+09F7,BENGALI CURRENCY NUMERATOR FOUR,৷
No,U+09F8,BENGALI CURRENCY NUMERATOR ONE LESS THAN THE DENOMINATOR,৸
No,U+09F9,BENGALI CURRENCY DENOMINATOR SIXTEEN,৹
No,U+0B72,ORIYA FRACTION ONE QUARTER,୲
No,U+0B73,ORIYA FRACTION ONE HALF,୳
No,U+0B74,ORIYA FRACTION THREE QUARTERS,୴
No,U+0B75,ORIYA FRACTION ONE SIXTEENTH,୵
No,U+0B76,ORIYA FRACTION ONE EIGHTH,୶
No,U+0B77,ORIYA FRACTION THREE SIXTEENTHS,୷
No,U+0BF0,TAMIL NUMBER TEN,௰
No,U+0BF1,TAMIL NUMBER ONE HUNDRED,௱
No,U+0BF2,TAMIL NUMBER ONE THOUSAND,௲
No,U+0C78,TELUGU FRACTION DIGIT ZERO FOR ODD POWERS OF FOUR,౸
No,U+0C79,TELUGU FRACTION DIGIT ONE FOR ODD POWERS OF FOUR,౹
No,U+0C7A,TELUGU FRACTION DIGIT TWO FOR ODD POWERS OF FOUR,౺
No,U+0C7B,TELUGU FRACTION DIGIT THREE FOR ODD POWERS OF FOUR,౻
No,U+0C7C,TELUGU FRACTION DIGIT ONE FOR EVEN POWERS OF FOUR,౼
No,U+0C7D,TELUGU FRACTION DIGIT TWO FOR EVEN POWERS OF FOUR,౽
No,U+0C7E,TELUGU FRACTION DIGIT THREE FOR EVEN POWERS OF FOUR,౾
No,U+0D58,MALAYALAM FRACTION ONE ONE-HUNDRED-AND-SIXTIETH,൘
No,U+0D59,MALAYALAM FRACTION ONE FORTIETH,൙
No,U+0D5A,MALAYALAM FRACTION THREE EIGHTIETHS,൚
No,U+0D5B,MALAYALAM FRACTION ONE TWENTIETH,൛
No,U+0D5C,MALAYALAM FRACTION ONE TENTH,൜
No,U+0D5D,MALAYALAM FRACTION THREE TWENTIETHS,൝
No,U+0D5E,MALAYALAM FRACTION ONE FIFTH,൞
No,U+0D70,MALAYALAM NUMBER TEN,൰
No,U+0D71,MALAYALAM NUMBER ONE HUNDRED,൱
No,U+0D72,MALAYALAM NUMBER ONE THOUSAND,൲
No,U+0D73,MALAYALAM FRACTION ONE QUARTER,൳
No,U+0D74,MALAYALAM FRACTION ONE HALF,൴
No,U+0D75,MALAYALAM FRACTION THREE QUARTERS,൵
No,U+0D76,MALAYALAM FRACTION ONE SIXTEENTH,൶
No,U+0D77,MALAYALAM FRACTION ONE EIGHTH,൷
No,U+0D78,MALAYALAM FRACTION THREE SIXTEENTHS,൸
No,U+0F2A,TIBETAN DIGIT HALF ONE,༪
No,U+0F2B,TIBETAN DIGIT HALF TWO,༫
No,U+0F2C,TIBETAN DIGIT HALF THREE,༬
No,U+0F2D,TIBETAN DIGIT HALF FOUR,༭
No,U+0F2E,TIBETAN DIGIT HALF FIVE,༮
No,U+0F2F,TIBETAN DIGIT HALF SIX,༯
No,U+0F30,TIBETAN DIGIT HALF SEVEN,༰
No,U+0F31,TIBETAN DIGIT HALF EIGHT,༱
No,U+0F32,TIBETAN DIGIT HALF NINE,༲
No,U+0F33,TIBETAN DIGIT HALF ZERO,༳
No,U+1369,ETHIOPIC DIGIT ONE,፩
No,U+136A,ETHIOPIC DIGIT TWO,፪
No,U+136B,ETHIOPIC DIGIT THREE,፫
No,U+136C,ETHIOPIC DIGIT FOUR,፬
No,U+136D,ETHIOPIC DIGIT FIVE,፭
No,U+136E,ETHIOPIC DIGIT SIX,፮
No,U+136F,ETHIOPIC DIGIT SEVEN,፯
No,U+1370,ETHIOPIC DIGIT EIGHT,፰
No,U+1371,ETHIOPIC DIGIT NINE,፱
No,U+1372,ETHIOPIC NUMBER TEN,፲
No,U+1373,ETHIOPIC NUMBER TWENTY,፳
No,U+1374,ETHIOPIC NUMBER THIRTY,፴
No,U+1375,ETHIOPIC NUMBER FORTY,፵
No,U+1376,ETHIOPIC NUMBER FIFTY,፶
No,U+1377,ETHIOPIC NUMBER SIXTY,፷
No,U+1378,ETHIOPIC NUMBER SEVENTY,፸
No,U+1379,ETHIOPIC NUMBER EIGHTY,፹
No,U+137A,ETHIOPIC NUMBER NINETY,፺
No,U+137B,ETHIOPIC NUMBER HUNDRED,፻
No,U+137C,ETHIOPIC NUMBER TEN THOUSAND,፼
No,U+17F0,KHMER SYMBOL LEK ATTAK SON,៰
No,U+17F1,KHMER SYMBOL LEK ATTAK MUOY,៱
No,U+17F2,KHMER SYMBOL LEK ATTAK PII,៲
No,U+17F3,KHMER SYMBOL LEK ATTAK BEI,៳
No,U+17F4,KHMER SYMBOL LEK ATTAK BUON,៴
No,U+17F5,KHMER SYMBOL LEK ATTAK PRAM,៵
No,U+17F6,KHMER SYMBOL LEK ATTAK PRAM-MUOY,៶
No,U+17F7,KHMER SYMBOL LEK ATTAK PRAM-PII,៷
No,U+17F8,KHMER SYMBOL LEK ATTAK PRAM-BEI,៸
No,U+17F9,KHMER SYMBOL LEK ATTAK PRAM-BUON,៹
No,U+19DA,NEW TAI LUE THAM DIGIT ONE,᧚
No,U+2070,SUPERSCRIPT ZERO,⁰
No,U+2074,SUPERSCRIPT FOUR,⁴
No,U+2075,SUPERSCRIPT FIVE,⁵
No,U+2076,SUPERSCRIPT SIX,⁶
No,U+2077,SUPERSCRIPT SEVEN,⁷
No,U+2078,SUPERSCRIPT EIGHT,⁸
No,U+2079,SUPERSCRIPT NINE,⁹
No,U+2080,SUBSCRIPT ZERO,₀
No,U+2081,SUBSCRIPT ONE,₁
No,U+2082,SUBSCRIPT TWO,₂
No,U+2083,SUBSCRIPT THREE,₃
No,U+2084,SUBSCRIPT FOUR,₄
No,U+2085,SUBSCRIPT FIVE,₅
No,U+2086,SUBSCRIPT SIX,₆
No,U+2087,SUBSCRIPT SEVEN,₇
No,U+2088,SUBSCRIPT EIGHT,₈
No,U+2089,SUBSCRIPT NINE,₉
No,U+2150,VULGAR FRACTION ONE SEVENTH,⅐
No,U+2151,VULGAR FRACTION ONE NINTH,⅑
No,U+2152,VULGAR FRACTION ONE TENTH,⅒
No,U+2153,VULGAR FRACTION ONE THIRD,⅓
No,U+2154,VULGAR FRACTION TWO THIRDS,⅔
No,U+2155,VULGAR FRACTION ONE FIFTH,⅕
No,U+2156,VULGAR FRACTION TWO FIFTHS,⅖
No,U+2157,VULGAR FRACTION THREE FIFTHS,⅗
No,U+2158,VULGAR FRACTION FOUR FIFTHS,⅘
No,U+2159,VULGAR FRACTION ONE SIXTH,⅙
No,U+215A,VULGAR FRACTION FIVE SIXTHS,⅚
No,U+215B,VULGAR FRACTION ONE EIGHTH,⅛
No,U+215C,VULGAR FRACTION THREE EIGHTHS,⅜
No,U+215D,VULGAR FRACTION FIVE EIGHTHS,⅝
No,U+215E,VULGAR FRACTION SEVEN EIGHTHS,⅞
No,U+215F,FRACTION NUMERATOR ONE,⅟
No,U+2189,VULGAR FRACTION ZERO THIRDS,↉
No,U+2460,CIRCLED DIGIT ONE,①
No,U+2461,CIRCLED DIGIT TWO,②
No,U+2462,CIRCLED DIGIT THREE,③
No,U+2463,CIRCLED DIGIT FOUR,④
No,U+2464,CIRCLED DIGIT FIVE,⑤
No,U+2465,CIRCLED DIGIT SIX,⑥
No,U+2466,CIRCLED DIGIT SEVEN,⑦
No,U+2467,CIRCLED DIGIT EIGHT,⑧
No,U+2468,CIRCLED DIGIT NINE,⑨
No,U+2469,CIRCLED NUMBER TEN,⑩
No,U+246A,CIRCLED NUMBER ELEVEN,⑪
No,U+246B,CIRCLED NUMBER TWELVE,⑫
No,U+246C,CIRCLED NUMBER THIRTEEN,⑬
No,U+246D,CIRCLED NUMBER FOURTEEN,⑭
No,U+246E,CIRCLED NUMBER FIFTEEN,⑮
No,U+246F,CIRCLED NUMBER SIXTEEN,⑯
No,U+2470,CIRCLED NUMBER SEVENTEEN,⑰
No,U+2471,CIRCLED NUMBER EIGHTEEN,⑱
No,U+2472,CIRCLED NUMBER NINETEEN,⑲
No,U+2473,CIRCLED NUMBER TWENTY,⑳
No,U+2474,PARENTHESIZED DIGIT ONE,⑴
No,U+2475,PARENTHESIZED DIGIT TWO,⑵
No,U+2476,PARENTHESIZED DIGIT THREE,⑶
No,U+2477,PARENTHESIZED DIGIT FOUR,⑷
No,U+2478,PARENTHESIZED DIGIT FIVE,⑸
No,U+2479,PARENTHESIZED DIGIT SIX,⑹
No,U+247A,PARENTHESIZED DIGIT SEVEN,⑺
No,U+247B,PARENTHESIZED DIGIT EIGHT,⑻
No,U+247C,PARENTHESIZED DIGIT NINE,⑼
No,U+247D,PARENTHESIZED NUMBER TEN,⑽
No,U+247E,PARENTHESIZED NUMBER ELEVEN,⑾
No,U+247F,PARENTHESIZED NUMBER TWELVE,⑿
No,U+2480,PARENTHESIZED NUMBER THIRTEEN,⒀
No,U+2481,PARENTHESIZED NUMBER FOURTEEN,⒁
No,U+2482,PARENTHESIZED NUMBER FIFTEEN,⒂
No,U+2483,PARENTHESIZED NUMBER SIXTEEN,⒃
No,U+2484,PARENTHESIZED NUMBER SEVENTEEN,⒄
No,U+2485,PARENTHESIZED NUMBER EIGHTEEN,⒅
No,U+2486,PARENTHESIZED NUMBER NINETEEN,⒆
No,U+2487,PARENTHESIZED NUMBER TWENTY,⒇
No,U+2488,DIGIT ONE FULL STOP,⒈
No,U+2489,DIGIT TWO FULL STOP,⒉
No,U+248A,DIGIT THREE FULL STOP,⒊
No,U+248B,DIGIT FOUR FULL STOP,⒋
No,U+248C,DIGIT FIVE FULL STOP,⒌
No,U+248D,DIGIT SIX FULL STOP,⒍
No,U+248E,DIGIT SEVEN FULL STOP,⒎
No,U+248F,DIGIT EIGHT FULL STOP,⒏
No,U+2490,DIGIT NINE FULL STOP,⒐
No,U+2491,NUMBER TEN FULL STOP,⒑
No,U+2492,NUMBER ELEVEN FULL STOP,⒒
No,U+2493,NUMBER TWELVE FULL STOP,⒓
No,U+2494,NUMBER THIRTEEN FULL STOP,⒔
No,U+2495,NUMBER FOURTEEN FULL STOP,⒕
No,U+2496,NUMBER FIFTEEN FULL STOP,⒖
No,U+2497,NUMBER SIXTEEN FULL STOP,⒗
No,U+2498,NUMBER SEVENTEEN FULL STOP,⒘
No,U+2499,NUMBER EIGHTEEN FULL STOP,⒙
No,U+249A,NUMBER NINETEEN FULL STOP,⒚
No,U+249B,NUMBER TWENTY FULL STOP,⒛
No,U+24EA,CIRCLED DIGIT ZERO,⓪
No,U+24EB,NEGATIVE CIRCLED NUMBER ELEVEN,⓫
No,U+24EC,NEGATIVE CIRCLED NUMBER TWELVE,⓬
No,U+24ED,NEGATIVE CIRCLED NUMBER THIRTEEN,⓭
No,U+24EE,NEGATIVE CIRCLED NUMBER FOURTEEN,⓮
No,U+24EF,NEGATIVE CIRCLED NUMBER FIFTEEN,⓯
No,U+24F0,NEGATIVE CIRCLED NUMBER SIXTEEN,⓰
No,U+24F1,NEGATIVE CIRCLED NUMBER SEVENTEEN,⓱
No,U+24F2,NEGATIVE CIRCLED NUMBER EIGHTEEN,⓲
No,U+24F3,NEGATIVE CIRCLED NUMBER NINETEEN,⓳
No,U+24F4,NEGATIVE CIRCLED NUMBER TWENTY,⓴
No,U+24F5,DOUBLE CIRCLED DIGIT ONE,⓵
No,U+24F6,DOUBLE CIRCLED DIGIT TWO,⓶
No,U+24F7,DOUBLE CIRCLED DIGIT THREE,⓷
No,U+24F8,DOUBLE CIRCLED DIGIT FOUR,⓸
No,U+24F9,DOUBLE CIRCLED DIGIT FIVE,⓹
No,U+24FA,DOUBLE CIRCLED DIGIT SIX,⓺
No,U+24FB,DOUBLE CIRCLED DIGIT SEVEN,⓻
No,U+24FC,DOUBLE CIRCLED DIGIT EIGHT,⓼
No,U+24FD,DOUBLE CIRCLED DIGIT NINE,⓽
No,U+24FE,DOUBLE CIRCLED NUMBER TEN,⓾
No,U+24FF,NEGATIVE CIRCLED DIGIT ZERO,⓿
No,U+2776,DINGBAT NEGATIVE CIRCLED DIGIT ONE,❶
No,U+2777,DINGBAT NEGATIVE CIRCLED DIGIT TWO,❷
No,U+2778,DINGBAT NEGATIVE CIRCLED DIGIT THREE,❸
No,U+2779,DINGBAT NEGATIVE CIRCLED DIGIT FOUR,❹
No,U+277A,DINGBAT NEGATIVE CIRCLED DIGIT FIVE,❺
No,U+277B,DINGBAT NEGATIVE CIRCLED DIGIT SIX,❻
No,U+277C,DINGBAT NEGATIVE CIRCLED DIGIT SEVEN,❼
No,U+277D,DINGBAT NEGATIVE CIRCLED DIGIT EIGHT,❽
No,U+277E,DINGBAT NEGATIVE CIRCLED DIGIT NINE,❾
No,U+277F,DINGBAT NEGATIVE CIRCLED NUMBER TEN,❿
No,U+2780,DINGBAT CIRCLED SANS-SERIF DIGIT ONE,➀
No,U+2781,DINGBAT CIRCLED SANS-SERIF DIGIT TWO,➁
No,U+2782,DINGBAT CIRCLED SANS-SERIF DIGIT THREE,➂
No,U+2783,DINGBAT CIRCLED SANS-SERIF DIGIT FOUR,➃
No,U+2784,DINGBAT CIRCLED SANS-SERIF DIGIT FIVE,➄
No,U+2785,DINGBAT CIRCLED SANS-SERIF DIGIT SIX,➅
No,U+2786,DINGBAT CIRCLED SANS-SERIF DIGIT SEVEN,➆
No,U+2787,DINGBAT CIRCLED SANS-SERIF DIGIT EIGHT,➇
No,U+2788,DINGBAT CIRCLED SANS-SERIF DIGIT NINE,➈
No,U+2789,DINGBAT CIRCLED SANS-SERIF NUMBER TEN,➉
No,U+278A,DINGBAT NEGATIVE CIRCLED SANS-SERIF DIGIT ONE,➊
No,U+278B,DINGBAT NEGATIVE CIRCLED SANS-SERIF DIGIT TWO,➋
No,U+278C,DINGBAT NEGATIVE CIRCLED SANS-SERIF DIGIT THREE,➌
No,U+278D,DINGBAT NEGATIVE CIRCLED SANS-SERIF DIGIT FOUR,➍
No,U+278E,DINGBAT NEGATIVE CIRCLED SANS-SERIF DIGIT FIVE,➎
No,U+278F,DINGBAT NEGATIVE CIRCLED SANS-SERIF DIGIT SIX,➏
No,U+2790,DINGBAT NEGATIVE CIRCLED SANS-SERIF DIGIT SEVEN,➐
No,U+2791,DINGBAT NEGATIVE CIRCLED SANS-SERIF DIGIT EIGHT,➑
No,U+2792,DINGBAT NEGATIVE CIRCLED SANS-SERIF DIGIT NINE,➒
No,U+2793,DINGBAT NEGATIVE CIRCLED SANS-SERIF NUMBER TEN,➓
No,U+2CFD,COPTIC FRACTION ONE HALF,⳽
No,U+3192,IDEOGRAPHIC ANNOTATION ONE MARK,㆒
No,U+3193,IDEOGRAPHIC ANNOTATION TWO MARK,㆓
No,U+3194,IDEOGRAPHIC ANNOTATION THREE MARK,㆔
No,U+3195,IDEOGRAPHIC ANNOTATION FOUR MARK,㆕
No,U+3220,PARENTHESIZED IDEOGRAPH ONE,㈠
No,U+3221,PARENTHESIZED IDEOGRAPH TWO,㈡
No,U+3222,PARENTHESIZED IDEOGRAPH THREE,㈢
No,U+3223,PARENTHESIZED IDEOGRAPH FOUR,㈣
No,U+3224,PARENTHESIZED IDEOGRAPH FIVE,㈤
No,U+3225,PARENTHESIZED IDEOGRAPH SIX,㈥
No,U+3226,PARENTHESIZED IDEOGRAPH SEVEN,㈦
No,U+3227,PARENTHESIZED IDEOGRAPH EIGHT,㈧
No,U+3228,PARENTHESIZED IDEOGRAPH NINE,㈨
No,U+3229,PARENTHESIZED IDEOGRAPH TEN,㈩
No,U+3248,CIRCLED NUMBER TEN ON BLACK SQUARE,㉈
No,U+3249,CIRCLED NUMBER TWENTY ON BLACK SQUARE,㉉
No,U+324A,CIRCLED NUMBER THIRTY ON BLACK SQUARE,㉊
No,U+324B,CIRCLED NUMBER FORTY ON BLACK SQUARE,㉋
No,U+324C,CIRCLED NUMBER FIFTY ON BLACK SQUARE,㉌
No,U+324D,CIRCLED NUMBER SIXTY ON BLACK SQUARE,㉍
No,U+324E,CIRCLED NUMBER SEVENTY ON BLACK SQUARE,㉎
No,U+324F,CIRCLED NUMBER EIGHTY ON BLACK SQUARE,㉏
No,U+3251,CIRCLED NUMBER TWENTY ONE,㉑
No,U+3252,CIRCLED NUMBER TWENTY TWO,㉒
No,U+3253,CIRCLED NUMBER TWENTY THREE,㉓
No,U+3254,CIRCLED NUMBER TWENTY FOUR,㉔
No,U+3255,CIRCLED NUMBER TWENTY FIVE,㉕
No,U+3256,CIRCLED NUMBER TWENTY SIX,㉖
No,U+3257,CIRCLED NUMBER TWENTY SEVEN,㉗
No,U+3258,CIRCLED NUMBER TWENTY EIGHT,㉘
No,U+3259,CIRCLED NUMBER TWENTY NINE,㉙
No,U+325A,CIRCLED NUMBER THIRTY,㉚
No,U+325B,CIRCLED NUMBER THIRTY ONE,㉛
No,U+325C,CIRCLED NUMBER THIRTY TWO,㉜
No,U+325D,CIRCLED NUMBER THIRTY THREE,㉝
No,U+325E,CIRCLED NUMBER THIRTY FOUR,㉞
No,U+325F,CIRCLED NUMBER THIRTY FIVE,㉟
No,U+3280,CIRCLED IDEOGRAPH ONE,㊀
No,U+3281,CIRCLED IDEOGRAPH TWO,㊁
No,U+3282,CIRCLED IDEOGRAPH THREE,㊂
No,U+3283,CIRCLED IDEOGRAPH FOUR,㊃
No,U+3284,CIRCLED IDEOGRAPH FIVE,㊄
No,U+3285,CIRCLED IDEOGRAPH SIX,㊅
No,U+3286,CIRCLED IDEOGRAPH SEVEN,㊆
No,U+3287,CIRCLED IDEOGRAPH EIGHT,㊇
No,U+3288,CIRCLED IDEOGRAPH NINE,㊈
No,U+3289,CIRCLED IDEOGRAPH TEN,㊉
No,U+32B1,CIRCLED NUMBER THIRTY SIX,㊱
No,U+32B2,CIRCLED NUMBER THIRTY SEVEN,㊲
No,U+32B3,CIRCLED NUMBER THIRTY EIGHT,㊳
No,U+32B4,CIRCLED NUMBER THIRTY NINE,㊴
No,U+32B5,CIRCLED NUMBER FORTY,㊵
No,U+32B6,CIRCLED NUMBER FORTY ONE,㊶
No,U+32B7,CIRCLED NUMBER FORTY TWO,㊷
No,U+32B8,CIRCLED NUMBER FORTY THREE,㊸
No,U+32B9,CIRCLED NUMBER FORTY FOUR,㊹
No,U+32BA,CIRCLED NUMBER FORTY FIVE,㊺
No,U+32BB,CIRCLED NUMBER FORTY SIX,㊻
No,U+32BC,CIRCLED NUMBER FORTY SEVEN,㊼
No,U+32BD,CIRCLED NUMBER FORTY EIGHT,㊽
No,U+32BE,CIRCLED NUMBER FORTY NINE,㊾
No,U+32BF,CIRCLED NUMBER FIFTY,㊿
No,U+A830,NORTH INDIC FRACTION ONE QUARTER,꠰
No,U+A831,NORTH INDIC FRACTION ONE HALF,꠱
No,U+A832,NORTH INDIC FRACTION THREE QUARTERS,꠲
No,U+A833,NORTH INDIC FRACTION ONE SIXTEENTH,꠳
No,U+A834,NORTH INDIC FRACTION ONE EIGHTH,꠴
No,U+A835,NORTH INDIC FRACTION THREE SIXTEENTHS,꠵
No,U+10107,AEGEAN NUMBER ONE,𐄇
No,U+10108,AEGEAN NUMBER TWO,𐄈
No,U+10109,AEGEAN NUMBER THREE,𐄉
No,U+1010A,AEGEAN NUMBER FOUR,𐄊
No,U+1010B,AEGEAN NUMBER FIVE,𐄋
No,U+1010C,AEGEAN NUMBER SIX,𐄌
No,U+1010D,AEGEAN NUMBER SEVEN,𐄍
No,U+1010E,AEGEAN NUMBER EIGHT,𐄎
No,U+1010F,AEGEAN NUMBER NINE,𐄏
No,U+10110,AEGEAN NUMBER TEN,𐄐
No,U+10111,AEGEAN NUMBER TWENTY,𐄑
No,U+10112,AEGEAN NUMBER THIRTY,𐄒
No,U+10113,AEGEAN NUMBER FORTY,𐄓
No,U+10114,AEGEAN NUMBER FIFTY,𐄔
No,U+10115,AEGEAN NUMBER SIXTY,𐄕
No,U+10116,AEGEAN NUMBER SEVENTY,𐄖
No,U+10117,AEGEAN NUMBER EIGHTY,𐄗
No,U+10118,AEGEAN NUMBER NINETY,𐄘
No,U+10119,AEGEAN NUMBER ONE HUNDRED,𐄙
No,U+1011A,AEGEAN NUMBER TWO HUNDRED,𐄚
No,U+1011B,AEGEAN NUMBER THREE HUNDRED,𐄛
No,U+1011C,AEGEAN NUMBER FOUR HUNDRED,𐄜
No,U+1011D,AEGEAN NUMBER FIVE HUNDRED,𐄝
No,U+1011E,AEGEAN NUMBER SIX HUNDRED,𐄞
No,U+1011F,AEGEAN NUMBER SEVEN HUNDRED,𐄟
No,U+10120,AEGEAN NUMBER EIGHT HUNDRED,𐄠
No,U+10121,AEGEAN NUMBER NINE HUNDRED,𐄡
No,U+10122,AEGEAN NUMBER ONE THOUSAND,𐄢
No,U+10123,AEGEAN NUMBER TWO THOUSAND,𐄣
No,U+10124,AEGEAN NUMBER THREE THOUSAND,𐄤
No,U+10125,AEGEAN NUMBER FOUR THOUSAND,𐄥
No,U+10126,AEGEAN NUMBER FIVE THOUSAND,𐄦
No,U+10127,AEGEAN NUMBER SIX THOUSAND,𐄧
No,U+10128,AEGEAN NUMBER SEVEN THOUSAND,𐄨
No,U+10129,AEGEAN NUMBER EIGHT THOUSAND,𐄩
No,U+1012A,AEGEAN NUMBER NINE THOUSAND,𐄪
No,U+1012B,AEGEAN NUMBER TEN THOUSAND,𐄫
No,U+1012C,AEGEAN NUMBER TWENTY THOUSAND,𐄬
No,U+1012D,AEGEAN NUMBER THIRTY THOUSAND,𐄭
No,U+1012E,AEGEAN NUMBER FORTY THOUSAND,𐄮
No,U+1012F,AEGEAN NUMBER FIFTY THOUSAND,𐄯
No,U+10130,AEGEAN NUMBER SIXTY THOUSAND,𐄰
No,U+10131,AEGEAN NUMBER SEVENTY THOUSAND,𐄱
No,U+10132,AEGEAN NUMBER EIGHTY THOUSAND,𐄲
No,U+10133,AEGEAN NUMBER NINETY THOUSAND,𐄳
No,U+10175,GREEK ONE HALF SIGN,𐅵
No,U+10176,GREEK ONE HALF SIGN ALTERNATE FORM,𐅶
No,U+10177,GREEK TWO THIRDS SIGN,𐅷
No,U+10178,GREEK THREE QUARTERS SIGN,𐅸
No,U+1018A,GREEK ZERO SIGN,𐆊
No,U+1018B,GREEK ONE QUARTER SIGN,𐆋
No,U+102E1,COPTIC EPACT DIGIT ONE,𐋡
No,U+102E2,COPTIC EPACT DIGIT TWO,𐋢
No,U+102E3,COPTIC EPACT DIGIT THREE,𐋣
No,U+102E4,COPTIC EPACT DIGIT FOUR,𐋤
No,U+102E5,COPTIC EPACT DIGIT FIVE,𐋥
No,U+102E6,COPTIC EPACT DIGIT SIX,𐋦
No,U+102E7,COPTIC EPACT DIGIT SEVEN,𐋧
No,U+102E8,COPTIC EPACT DIGIT EIGHT,𐋨
No,U+102E9,COPTIC EPACT DIGIT NINE,𐋩
No,U+102EA,COPTIC EPACT NUMBER TEN,𐋪
No,U+102EB,COPTIC EPACT NUMBER TWENTY,𐋫
No,U+102EC,COPTIC EPACT NUMBER THIRTY,𐋬
No,U+102ED,COPTIC EPACT NUMBER FORTY,𐋭
No,U+102EE,COPTIC EPACT NUMBER FIFTY,𐋮
No,U+102EF,COPTIC EPACT NUMBER SIXTY,𐋯
No,U+102F0,COPTIC EPACT NUMBER SEVENTY,𐋰
No,U+102F1,COPTIC EPACT NUMBER EIGHTY,𐋱
No,U+102F2,COPTIC EPACT NUMBER NINETY,𐋲
No,U+102F3,COPTIC EPACT NUMBER ONE HUNDRED,𐋳
No,U+102F4,COPTIC EPACT NUMBER TWO HUNDRED,𐋴
No,U+102F5,COPTIC EPACT NUMBER THREE HUNDRED,𐋵
No,U+102F6,COPTIC EPACT NUMBER FOUR HUNDRED,𐋶
No,U+102F7,COPTIC EPACT NUMBER FIVE HUNDRED,𐋷
No,U+102F8,COPTIC EPACT NUMBER SIX HUNDRED,𐋸
No,U+102F9,COPTIC EPACT NUMBER SEVEN HUNDRED,𐋹
No,U+102FA,COPTIC EPACT NUMBER EIGHT HUNDRED,𐋺
No,U+102FB,COPTIC EPACT NUMBER NINE HUNDRED,𐋻
No,U+10320,OLD ITALIC NUMERAL ONE,𐌠
No,U+10321,OLD ITALIC NUMERAL FIVE,𐌡
No,U+10322,OLD ITALIC NUMERAL TEN,𐌢
No,U+10323,OLD ITALIC NUMERAL FIFTY,𐌣
No,U+10858,IMPERIAL ARAMAIC NUMBER ONE,𐡘
